Subject,Code,Description
PPIA,307,"3.0; 3 cr.
The  course  provides  an  analysis  of  the  politics  of  the  policy-making  process  in  its 
different  stages,  from  elaboration  to  implementation,  through  the  examination  of  a 
range of policy case studies (urban/spatial, development, environment, energy, social, 
health, etc.) at different scales (neighborhood, city, region, state, groups of states) and 
in different contexts (local, regional and international). It equips students to understand 
how policy ideas are framed into technical and normative discourses that depoliticize 
policy issues and neutralize power and inequalities. It trains them to identify, trace and 
deconstruct the political elements that determine how policy paradigms emerge, how 
policy windows come to be created, how policy actors mobilize, network and advocate 
their positions, and how policy agendas and tools are negotiated and assembled. It also 
approaches policy-making as a hybrid space between expertise and politics, science 
and democracy, nature and humanity. Occasionally.
"
PPIA,308,"This course provides students with an understanding of research language, concepts 
and ethics for the purpose of generating evidence-based research for policy-making. 
It  introduces  the  elements  of  the  research  process  within  quantitative,  qualitative 
and mixed methods approaches, with an emphasis on problem formulation, research 
design, data collection, analysis and reporting. The students will engage in identifying 
their main research question, selecting appropriate research methods, and designing 
the  relevant  data  collection  and  fieldwork  to  address  their  research  question.  They 
will also learn how to present their research ideas as research proposals for academic, 
professional and other audiences. Students will also, throughout the course, be exposed 
to the variety of public policy tools used to communicate with different publics (memos, 
briefs, reports, etc.). Annually.
"
PPIA,309,"3.0; 3 cr.
This course introduces students to the types of questions that need to be answered 
to address and make improvements to public policy concerns and priorities, including 
what’s the problem, what policy and programmatic options are best suited to address 
"
PPIA,310,"May be repeated for credit. Annually
"
PPIA,311,"May be repeated for credit. Annually
"
PPIA,314,"3.0; 3 cr.
The purpose of this course is to develop greater understanding of the evolution and 
history of the Global South. The course highlights the nature of changes within global 
frameworks and structures. While the course explores the common historical processes 
that  unify  the  various  states,  societies  and  peoples  within  the  global  south  (e.g. 
imperialism/colonialism; core/periphery; formation of the G77 block within the United 
Nations; etc.), it also unpacks the contradictions; class, race and gender discrepancies; 
power imbalances and other particularities within the Global South. Occasionally.
"
PPIA,321,"1, 2, or 3 cr.
This course is designed to allow students to pursue a course of directed study with a 
faculty  member.  It  may  consist  of  independent  research,  directed  reading,  or  policy-
related work. Prerequisite: Consent of Instructor. Occasionally. 
"
PPIA,322,"1, 2 or 3 cr.
This course is designed to allow students to pursue a course of directed study with a 
faculty  member.  It  may  consist  of  independent  research,  directed  reading,  or  policy-
related work. Prerequisite: Consent of Instructor. Occasionally. 
"
PPIA,395AB,"Prerequisite: Consent of advisor.
"
PPIA,397,"3 cr.
An  exploration  of  Public  Policy  and  International  Affairs  through  work  experience  in 
governmental,  non-governmental,  or  private  sector  organizations.  Students  perform 
work for academic credit. Prerequisite: Consent of Instructor.
"
PPIA,398,"Prerequisite: Consent of Advisor.
"
PSYC,301,"3.0; 3 cr.
This course is the first part of the core research requirements for graduate students 
in psychology. It provides students with a solid foundation in the basic quantitative 
research methods and designs, addresses ethical issues in psychological research, and 
introduces students to statistical analyses that will be needed for PSYC 302 and the 
master’s thesis. Annually.
"
PSYC,302,"3.0; 3 cr.
An advanced course in statistical analyses for the social sciences. The course explores 
bivariate,  multivariate  and  structural  statistical  analysis  using  SPSS;  the  course 
combines both lecture- and lab-based sessions. Prerequisite: PSYC 301. Annually.
"
PSYC,305,"3.0; 3 cr. 
An in-depth-exploration of the ethical and professional issues in scientific and applied 
psychology,  with  a  special  focus  on  the  role  psychology  plays  in  civic  engagement 
and  community-based  learning.  Topics  include  confidentiality,  informed  consent, 
competence,  integrity  and  social  responsibility.  Optional  opportunities  to  engage  in 
community-based learning are available to students registered in this course. Annually.
"
PSYC,310,"3.0; 3 cr.
A  critical  survey  of  social-psychological  theory  and  research,  with  special  emphasis 
on  cross-cultural  variations;  the  course  covers  topics  in  social  cognition  and  group 
processes. Alternate years.
"
PSYC,312,"3.0; 3 cr. 
An advanced course on the underlying neural mechanisms of human mental processes. 
Using  primary  and  secondary  literature,  topics  are  approached  from  a  systems  level 
and include but are not limited to: decision-making, social cognition, control of action, 
creativity, language, cultural evolution, attention, memory, consciousness and brain-
computer interfaces. Alternate years.
"
